gene,name,p_val,p_val_adj,pct_1,pct_2,pct_diff,avg_log2FC,clusterName,celltype_id,species,tissue,dataset
gene-M9H77_00668,gene-M9H77_00668,0.0,0.0,0.715,0.396,0.319,1.80288036347811,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00641,gene-M9H77_00641,0.0,0.0,0.935,0.737,0.198,1.74362243867449,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00650,gene-M9H77_00650,0.0,0.0,0.836,0.557,0.279,1.31313939482622,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00666,gene-M9H77_00666,0.0,0.0,0.998,0.993,0.005,1.30782355370915,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00656,gene-M9H77_00656,0.0,0.0,0.995,0.984,0.011,1.30444801121569,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_11432,gene-M9H77_11432,0.0,0.0,0.863,0.596,0.267,1.303066481488,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00647,gene-M9H77_00647,0.0,0.0,0.881,0.649,0.232,1.2842657034529,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00689,gene-M9H77_00689,0.0,0.0,0.915,0.728,0.187,1.24417683538947,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00669,gene-M9H77_00669,0.0,0.0,0.455,0.185,0.27,1.23472558569126,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00646,gene-M9H77_00646,0.0,0.0,0.838,0.567,0.271,1.22325523688131,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00634,gene-M9H77_00634,0.0,0.0,0.871,0.689,0.182,1.16997437326137,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00637,gene-M9H77_00637,0.0,0.0,0.864,0.619,0.245,1.16670932973193,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00649,gene-M9H77_00649,0.0,0.0,0.882,0.677,0.205,1.14037634940122,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_15381,gene-M9H77_15381,0.0,0.0,0.91,0.741,0.169,1.12237860869356,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00660,gene-M9H77_00660,0.0,0.0,0.955,0.898,0.0569999999999999,1.09937455562927,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00639,gene-M9H77_00639,0.0,0.0,0.865,0.717,0.148,1.09253478539457,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00667,gene-M9H77_00667,0.0,0.0,0.612,0.3,0.312,1.08550611520334,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_05510,gene-M9H77_05510,0.0,0.0,0.996,0.984,0.012,1.03743761143876,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00688,gene-M9H77_00688,0.0,0.0,0.682,0.394,0.288,1.02998008154892,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_10996,gene-M9H77_10996,0.0,0.0,0.982,0.943,0.039,1.0096998791065,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_09771,gene-M9H77_09771,0.0,0.0,0.775,0.498,0.277,0.993405899903392,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00691,gene-M9H77_00691,0.0,0.0,0.503,0.224,0.279,0.990611121103236,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00655,gene-M9H77_00655,0.0,0.0,0.793,0.55,0.243,0.976988893624839,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_08577,gene-M9H77_08577,0.0,0.0,0.964,0.892,0.072,0.971130827422749,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00635,gene-M9H77_00635,0.0,0.0,0.794,0.521,0.273,0.956811693642829,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00643,gene-M9H77_00643,0.0,0.0,0.892,0.795,0.097,0.948774482177304,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_04941,gene-M9H77_04941,0.0,0.0,0.658,0.365,0.293,0.934677515027665,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_30278,gene-M9H77_30278,0.0,0.0,0.577,0.279,0.298,0.933460156883064,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_37279,gene-M9H77_37279,0.0,0.0,0.857,0.675,0.182,0.917751372287341,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_00665,gene-M9H77_00665,0.0,0.0,0.874,0.732,0.142,0.898638467677645,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
gene-M9H77_20897,gene-M9H77_20897,0.0,0.0,0.804,0.603,0.201,0.895966172772137,Mesophyll,catharanthus_roseus->PO:0009025->PO:0025059->PO:0006070,catharanthus_roseus,Leaf,SRP335448
